#ZVView-data-copy:  25-Jan-2019 04:42:21
#=======================================
#
#name:   79-AU-197(N,G)79-AU-198,,SIG
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  4
#ldata:  2424
#data...
#            X         +-dX            Y         +-dY  # Comments...
#          MeV          MeV        barns        barns  # Year,Author(s)           ## EXFOR-ID
          0.16            0         0.24            0  # 1963,I.Bergqvist         ## 20024005
        0.1606            0        0.279      0.01395  # 1970,M.P.Fricke+         ## 10049007
       0.16062      0.00074        0.288     0.032832  # 2011,C.Lederer+          ## 23152004
       0.16075      0.00189      0.27303      0.01424  # 1973,C.Le Rigoleur+      ## 20558002
         0.161            0         0.26            0  # 1969,D.Kompe             ## 20358035
         0.161            0        0.263            0  # 1973,F.Froehner          ## 21020002
       0.16175      0.00191      0.26999       0.0131  # 1973,C.Le Rigoleur+      ## 20558002
       0.16211    0.0007465        0.213     0.033654  # 2011,C.Lederer+          ## 23152004
       0.16275      0.00192      0.27419      0.01347  # 1973,C.Le Rigoleur+      ## 20558002
       0.16361     0.000753        0.274     0.032058  # 2011,C.Lederer+          ## 23152004
       0.16375      0.00194      0.25217      0.01304  # 1973,C.Le Rigoleur+      ## 20558002
         0.164            0        0.262            0  # 1961,J.H.Gibbons+        ## 11329067
         0.164        0.004         0.28        0.015  # 1977,V.N.Kononov+        ## 40520002
         0.164       0.0115        0.275      0.01375  # 1988,A.N.Davletshin+     ## 40968003
       0.16475      0.00196      0.25924      0.01384  # 1973,C.Le Rigoleur+      ## 20558002
         0.165        0.015        0.265        0.015  # 1983,N.Yamamuro+         ## 21911003
       0.16512    0.0007605        0.215     0.031605  # 2011,C.Lederer+          ## 23152004
         0.166        0.011        0.312       0.0156  # 1988,A.N.Davletshin+     ## 40968003
        0.1661        0.011        0.275      0.01375  # 1988,A.N.Davletshin+     ## 40968003
       0.16665    0.0007675        0.259     0.028231  # 2011,C.Lederer+          ## 23152004
         0.167       0.0015         0.23        0.023  # 1961,J.H.Gibbons+        ## 11329066
       0.16819    0.0007745        0.281     0.037935  # 2011,C.Lederer+          ## 23152004
        0.1688       0.0177       0.2787            0  # 1965,K.K.Harris+         ## 12197002
       0.16975     0.000782        0.283      0.03679  # 2011,C.Lederer+          ## 23152004
          0.17            0        0.261            0  # 1973,F.Froehner          ## 21020002
         0.171        0.004        0.273        0.016  # 1968,W.P.Poenitz+        ## 21848002
       0.17132     0.000789        0.298     0.033674  # 2011,C.Lederer+          ## 23152004
         0.172        0.004        0.265        0.014  # 1977,V.N.Kononov+        ## 40520002
        0.1729     0.000796        0.178     0.046458  # 2011,C.Lederer+          ## 23152004
        0.1745    0.0008035        0.312      0.04056  # 2011,C.Lederer+          ## 23152004
         0.175       0.0125        0.326            0  # 1960,B.C.Diven+          ## 11616027
         0.176       0.0105        0.378       0.0378  # 1962,J.A.Miskel+         ## 12115008
       0.17612     0.000811        0.256     0.031488  # 2011,C.Lederer+          ## 23152004
        0.1769            0        0.278       0.0139  # 1970,M.P.Fricke+         ## 10049007
       0.17775     0.000819        0.247     0.036556  # 2011,C.Lederer+          ## 23152004
         0.179        0.004        0.268        0.013  # 1968,W.P.Poenitz+        ## 21848002
       0.17939     0.000826        0.209     0.032186  # 2011,C.Lederer+          ## 23152004
          0.18        0.015         0.31         0.02  # 1959,S.J.Bame Jr+        ## 11405004
          0.18        0.004        0.265        0.014  # 1977,V.N.Kononov+        ## 40520002
       0.18105    0.0008335        0.302      0.03322  # 2011,C.Lederer+          ## 23152004
         0.182       0.0105       0.2306       0.0159  # 1967,R.L.Macklin+        ## 11679023
       0.18273    0.0008415        0.296     0.032856  # 2011,C.Lederer+          ## 23152004
         0.184        0.004        0.265        0.015  # 1968,W.P.Poenitz+        ## 21848002
       0.18442    0.0008495        0.214      0.06527  # 2011,C.Lederer+          ## 23152004
       0.18612     0.000857        0.233     0.030057  # 2011,C.Lederer+          ## 23152004
       0.18785     0.000865        0.237     0.028203  # 2011,C.Lederer+          ## 23152004
         0.188        0.004        0.259        0.014  # 1977,V.N.Kononov+        ## 40520002
       0.18958     0.000873         0.25      0.03625  # 2011,C.Lederer+          ## 23152004
          0.19            0        0.258            0  # 1973,F.Froehner          ## 21020002
         0.191            0        0.317      0.00317  # 1973,J.B.Czirr+          ## 10305003
         0.191      0.00244       0.2822      0.02845  # 1973,C.Le Rigoleur+      ## 20558002
         0.191        0.003        0.263        0.015  # 1968,W.P.Poenitz+        ## 21848002
       0.19134    0.0008815        0.232     0.028768  # 2011,C.Lederer+          ## 23152004
         0.193      0.00248      0.24189      0.02402  # 1973,C.Le Rigoleur+      ## 20558002
       0.19311     0.000889        0.246      0.02829  # 2011,C.Lederer+          ## 23152004
        0.1949    0.0008975        0.255      0.03519  # 2011,C.Lederer+          ## 23152004
         0.195        0.025         0.32         0.02  # 1959,W.S.Lyon+           ## 11407032
         0.195      0.00252      0.27988        0.024  # 1973,C.Le Rigoleur+      ## 20558002
         0.196        0.004        0.253        0.014  # 1977,V.N.Kononov+        ## 40520002
        0.1961            0        0.261      0.01305  # 1970,M.P.Fricke+         ## 10049007
        0.1967     0.000906        0.269     0.044923  # 2011,C.Lederer+          ## 23152004
         0.197      0.00256      0.23021      0.01791  # 1973,C.Le Rigoleur+      ## 20558002
         0.198      0.08514        0.273     0.001911  # 1976,M.Lindner+          ## 10221055
       0.19852     0.000914        0.256     0.027136  # 2011,C.Lederer+          ## 23152004
         0.199       0.0026      0.25362      0.01727  # 1973,C.Le Rigoleur+      ## 20558002
           0.2            0         0.19            0  # 1960,E.G.Bilpuch+        ## 11187004
           0.2            0         0.28            0  # 1960,E.G.Bilpuch+        ## 11187005
           0.2            0        0.278            0  # 1959,A.E.Johnsrud+       ## 11675026
           0.2            0        0.319            0  # 1961,S.A.Cox             ## 12213002
           0.2            0         0.21         0.05  # 1963,I.Bergqvist         ## 20024005
           0.2         0.02        0.256        0.015  # 1983,N.Yamamuro+         ## 21911003
           0.2            0         0.38        0.025  # 1958,A.I.Leipunskiy+     ## 40244125
       0.20036     0.000923        0.307     0.032849  # 2011,C.Lederer+          ## 23152004
         0.201      0.00264      0.23811      0.01394  # 1973,C.Le Rigoleur+      ## 20558002
       0.20221     0.000931        0.242     0.028314  # 2011,C.Lederer+          ## 23152004
         0.203      0.00268       0.2336        0.013  # 1973,C.Le Rigoleur+      ## 20558002
       0.20408      0.00094        0.225      0.02835  # 2011,C.Lederer+          ## 23152004
         0.205      0.00272       0.2432      0.01278  # 1973,C.Le Rigoleur+      ## 20558002
       0.20597    0.0009485        0.189      0.02835  # 2011,C.Lederer+          ## 23152004
         0.207      0.00276      0.23549      0.01184  # 1973,C.Le Rigoleur+      ## 20558002
        0.2075       0.0075        0.252        0.014  # 1977,V.N.Kononov+        ## 40520002
       0.20788     0.000957        0.225       0.0279  # 2011,C.Lederer+          ## 23152004
         0.209       0.0028      0.24079      0.01171  # 1973,C.Le Rigoleur+      ## 20558002
        0.2098    0.0009665        0.223     0.030774  # 2011,C.Lederer+          ## 23152004
          0.21            0         0.25            0  # 1973,F.Froehner          ## 21020002
         0.211      0.00284      0.24411      0.01125  # 1973,C.Le Rigoleur+      ## 20558002
       0.21174     0.000975         0.25       0.0305  # 2011,C.Lederer+          ## 23152004
         0.213      0.00288      0.25011      0.01119  # 1973,C.Le Rigoleur+      ## 20558002
        0.2137     0.000984        0.245     0.028665  # 2011,C.Lederer+          ## 23152004
         0.215      0.00292      0.24312      0.01059  # 1973,C.Le Rigoleur+      ## 20558002
       0.21568    0.0009935        0.217     0.050778  # 2011,C.Lederer+          ## 23152004
         0.217      0.00296      0.24994      0.01066  # 1973,C.Le Rigoleur+      ## 20558002
       0.21767     0.001002        0.326       0.0326  # 2011,C.Lederer+          ## 23152004
        0.2185            0        0.267      0.01335  # 1970,M.P.Fricke+         ## 10049007
         0.219        0.003      0.24725      0.01038  # 1973,C.Le Rigoleur+      ## 20558002
       0.21969     0.001012        0.224     0.036064  # 2011,C.Lederer+          ## 23152004
         0.221      0.00304      0.24207      0.01002  # 1973,C.Le Rigoleur+      ## 20558002
       0.22172     0.001021        0.205     0.044075  # 2011,C.Lederer+          ## 23152004
        0.2225       0.0075        0.245        0.014  # 1977,V.N.Kononov+        ## 40520002
         0.223       0.0175        0.283        0.016  # 1965,H.A.Grench+         ## 12192002
         0.223      0.00308       0.2382      0.00978  # 1973,C.Le Rigoleur+      ## 20558002
       0.22377    0.0010305        0.108     0.083808  # 2011,C.Lederer+          ## 23152004
         0.225      0.00313      0.24703       0.0101  # 1973,C.Le Rigoleur+      ## 20558002
       0.22584      0.00104        0.184     0.022816  # 2011,C.Lederer+          ## 23152004
         0.227      0.00317        0.244         0.01  # 1973,C.Le Rigoleur+      ## 20558002
         0.227        0.004         0.25        0.015  # 1968,W.P.Poenitz+        ## 21848002
       0.22793    0.0010495        0.182     0.034762  # 2011,C.Lederer+          ## 23152004
         0.229      0.00321      0.23769      0.00981  # 1973,C.Le Rigoleur+      ## 20558002
          0.23            0        0.245            0  # 1973,F.Froehner          ## 21020002
       0.23004    0.0010595        0.292       0.0292  # 2011,C.Lederer+          ## 23152004
         0.231      0.00325      0.24036      0.00996  # 1973,C.Le Rigoleur+      ## 20558002
       0.23217     0.001069        0.279      0.03069  # 2011,C.Lederer+          ## 23152004
        0.2323       0.0174       0.2672            0  # 1965,K.K.Harris+         ## 12197002
         0.233      0.00329      0.23836      0.00981  # 1973,C.Le Rigoleur+      ## 20558002
       0.23432     0.001079         0.23      0.03956  # 2011,C.Lederer+          ## 23152004
         0.235      0.00334      0.23496      0.00959  # 1973,C.Le Rigoleur+      ## 20558002
       0.23649    0.0010895        0.206      0.03399  # 2011,C.Lederer+          ## 23152004
         0.237      0.00338      0.24208      0.00981  # 1973,C.Le Rigoleur+      ## 20558002
        0.2375       0.0075        0.243        0.013  # 1977,V.N.Kononov+        ## 40520002
       0.23867     0.001099         0.21      0.03381  # 2011,C.Lederer+          ## 23152004
         0.239      0.00342      0.24026       0.0098  # 1973,C.Le Rigoleur+      ## 20558002
          0.24         0.02        0.353       0.0353  # 1962,J.A.Miskel+         ## 12115007
       0.24088     0.001109        0.227      0.03859  # 2011,C.Lederer+          ## 23152004
         0.241      0.00346       0.2299      0.00959  # 1973,C.Le Rigoleur+      ## 20558002
         0.243      0.00351      0.23163      0.00996  # 1973,C.Le Rigoleur+      ## 20558002
       0.24311      0.00112        0.249     0.027141  # 2011,C.Lederer+          ## 23152004
         0.245            0        0.266            0  # 1959,A.E.Johnsrud+       ## 11675026
         0.245      0.00355      0.22677       0.0097  # 1973,C.Le Rigoleur+      ## 20558002
         0.245        0.025        0.246        0.014  # 1983,N.Yamamuro+         ## 21911003
        0.2451            0        0.255       0.0102  # 1970,M.P.Fricke+         ## 10049007
       0.24536    0.0011295        0.238     0.024276  # 2011,C.Lederer+          ## 23152004
         0.247            0        0.272      0.00272  # 1973,J.B.Czirr+          ## 10305003
         0.247        0.012        0.367       0.0367  # 1962,J.A.Miskel+         ## 12115007
         0.247       0.0036      0.22376      0.00949  # 1973,C.Le Rigoleur+      ## 20558002
       0.24763    0.0011405        0.228     0.024624  # 2011,C.Lederer+          ## 23152004
         0.248      0.00362      0.24482      0.01004  # 1973,C.Le Rigoleur+      ## 20558002
         0.249      0.00364      0.22786      0.00978  # 1973,C.Le Rigoleur+      ## 20558002
       0.24992     0.001151        0.216     0.021816  # 2011,C.Lederer+          ## 23152004
          0.25         0.02        0.272            0  # 1960,B.C.Diven+          ## 11616027
          0.25            0        0.301            0  # 1961,S.A.Cox             ## 12213002
         0.251      0.00368      0.22713      0.01009  # 1973,C.Le Rigoleur+      ## 20558002
         0.252       0.0037      0.23229      0.00905  # 1973,C.Le Rigoleur+      ## 20558002
       0.25223    0.0011615        0.233     0.044503  # 2011,C.Lederer+          ## 23152004
        0.2525       0.0075        0.234        0.013  # 1977,V.N.Kononov+        ## 40520002
         0.253      0.00373      0.22193      0.01028  # 1973,C.Le Rigoleur+      ## 20558002
       0.25457    0.0011725        0.251     0.026355  # 2011,C.Lederer+          ## 23152004
         0.255        0.005        0.274       0.0274  # 1962,J.A.Miskel+         ## 12115007
         0.255      0.00377      0.22025      0.01019  # 1973,C.Le Rigoleur+      ## 20558002
         0.256      0.00379      0.22756       0.0088  # 1973,C.Le Rigoleur+      ## 20558002
       0.25692     0.001183        0.255      0.02601  # 2011,C.Lederer+          ## 23152004
         0.257      0.00382      0.22592      0.01072  # 1973,C.Le Rigoleur+      ## 20558002
         0.259      0.00386      0.22374      0.01139  # 1973,C.Le Rigoleur+      ## 20558002
        0.2593     0.001194        0.225      0.03015  # 2011,C.Lederer+          ## 23152004
          0.26      0.00388      0.23034       0.0087  # 1973,C.Le Rigoleur+      ## 20558002
        0.2617    0.0012055        0.267     0.027501  # 2011,C.Lederer+          ## 23152004
         0.264      0.11616        0.235     0.001645  # 1976,M.Lindner+          ## 10221055
         0.264      0.00397      0.21955      0.00836  # 1973,C.Le Rigoleur+      ## 20558002
         0.264            0        0.227      0.01589  # 1971,F.Bensch+           ## 22612002
       0.26412     0.001216        0.299     0.030498  # 2011,C.Lederer+          ## 23152004
         0.266      0.00266        0.227        0.013  # 1981,Chen Ying+          ## 30607003
       0.26657    0.0012275        0.264      0.02508  # 2011,C.Lederer+          ## 23152004
        0.2675       0.0075        0.232        0.013  # 1977,V.N.Kononov+        ## 40520002
         0.268      0.00406      0.22169      0.00835  # 1973,C.Le Rigoleur+      ## 20558002
       0.26903     0.001239        0.217     0.040796  # 2011,C.Lederer+          ## 23152004
       0.27152    0.0012505        0.209     0.029678  # 2011,C.Lederer+          ## 23152004
         0.272      0.00415      0.22172      0.00843  # 1973,C.Le Rigoleur+      ## 20558002
       0.27403     0.001262        0.231     0.024255  # 2011,C.Lederer+          ## 23152004
         0.276      0.00425      0.21449      0.00833  # 1973,C.Le Rigoleur+      ## 20558002
        0.2765            0        0.244      0.00976  # 1970,M.P.Fricke+         ## 10049007
       0.27657    0.0012735        0.268     0.028676  # 2011,C.Lederer+          ## 23152004
       0.27913    0.0012855        0.202     0.023634  # 2011,C.Lederer+          ## 23152004
          0.28      0.00434      0.21424      0.00838  # 1973,C.Le Rigoleur+      ## 20558002
          0.28        0.007        0.209        0.014  # 1968,W.P.Poenitz+        ## 21848002
       0.28171    0.0012975         0.18      0.02934  # 2011,C.Lederer+          ## 23152004
        0.2825       0.0075        0.216        0.012  # 1977,V.N.Kononov+        ## 40520002
         0.284      0.00443      0.21094      0.00873  # 1973,C.Le Rigoleur+      ## 20558002
        0.2842      0.02105       0.2223            0  # 1965,K.K.Harris+         ## 12197002
       0.28432    0.0013095        0.156     0.037596  # 2011,C.Lederer+          ## 23152004
       0.28695     0.001321         0.22      0.02398  # 2011,C.Lederer+          ## 23152004
         0.288      0.00453      0.20422      0.00969  # 1973,C.Le Rigoleur+      ## 20558002
        0.2896     0.001334        0.217     0.023653  # 2011,C.Lederer+          ## 23152004
       0.29228     0.001346        0.198     0.022374  # 2011,C.Lederer+          ## 23152004
       0.29499    0.0013585        0.191     0.021965  # 2011,C.Lederer+          ## 23152004
        0.2975       0.0075        0.206        0.012  # 1977,V.N.Kononov+        ## 40520002
       0.29772     0.001371         0.21      0.02205  # 2011,C.Lederer+          ## 23152004
           0.3        0.048        0.217     0.000868  # 1976,M.Lindner+          ## 10221055
           0.3            0         0.27            0  # 1961,S.A.Cox             ## 12213002
           0.3            0         0.21         0.05  # 1963,I.Bergqvist         ## 20024005
       0.30047    0.0013835        0.189     0.020223  # 2011,C.Lederer+          ## 23152004
       0.30325    0.0013965        0.181     0.022082  # 2011,C.Lederer+          ## 23152004
         0.305            0        0.255            0  # 1959,A.E.Johnsrud+       ## 11675026
       0.30606    0.0014095        0.192     0.021696  # 2011,C.Lederer+          ## 23152004
       0.30889    0.0014225        0.147     0.016758  # 2011,C.Lederer+          ## 23152004
          0.31      0.00505      0.22071      0.01253  # 1973,C.Le Rigoleur+      ## 20558002
       0.31175    0.0014355         0.25       0.0245  # 2011,C.Lederer+          ## 23152004
        0.3125       0.0075        0.192        0.011  # 1977,V.N.Kononov+        ## 40520002
         0.314      0.00515      0.19799      0.01005  # 1973,C.Le Rigoleur+      ## 20558002
       0.31463     0.001449        0.138      0.04554  # 2011,C.Lederer+          ## 23152004
        0.3147            0        0.212      0.00848  # 1970,M.P.Fricke+         ## 10049007
       0.31754    0.0014625        0.204     0.021216  # 2011,C.Lederer+          ## 23152004
         0.318       0.0165        0.237        0.014  # 1965,H.A.Grench+         ## 12192002
         0.318      0.00525      0.19516      0.00909  # 1973,C.Le Rigoleur+      ## 20558002
       0.32048     0.001476        0.248     0.023808  # 2011,C.Lederer+          ## 23152004
         0.322      0.00535      0.18794      0.00819  # 1973,C.Le Rigoleur+      ## 20558002
       0.32345    0.0014895        0.224      0.02128  # 2011,C.Lederer+          ## 23152004
         0.326      0.00545      0.18646      0.00781  # 1973,C.Le Rigoleur+      ## 20558002
       0.32644     0.001503        0.212     0.022684  # 2011,C.Lederer+          ## 23152004
        0.3275       0.0075        0.184        0.011  # 1977,V.N.Kononov+        ## 40520002
       0.32946    0.0015175        0.179     0.021659  # 2011,C.Lederer+          ## 23152004
          0.33      0.00555      0.18137      0.00744  # 1973,C.Le Rigoleur+      ## 20558002
       0.33251     0.001531        0.183     0.022143  # 2011,C.Lederer+          ## 23152004
         0.334      0.00565      0.18052      0.00733  # 1973,C.Le Rigoleur+      ## 20558002
       0.33559    0.0015455        0.191     0.019864  # 2011,C.Lederer+          ## 23152004
         0.336       0.0085        0.193      0.00772  # 1988,A.N.Davletshin+     ## 40968003
         0.338      0.00576      0.17628      0.00713  # 1973,C.Le Rigoleur+      ## 20558002
       0.33869    0.0015595        0.172     0.015652  # 2011,C.Lederer+          ## 23152004
          0.34       0.0085        0.198      0.00792  # 1988,A.N.Davletshin+     ## 40968003
        0.3401       0.0085        0.185       0.0074  # 1988,A.N.Davletshin+     ## 40968003
       0.34183    0.0015745        0.161     0.015456  # 2011,C.Lederer+          ## 23152004
         0.342      0.00586       0.1767      0.00715  # 1973,C.Le Rigoleur+      ## 20558002
         0.342        0.008        0.185        0.011  # 1968,W.P.Poenitz+        ## 21848002
         0.342        0.005        0.198      0.00792  # 1988,A.N.Davletshin+     ## 40968003
        0.3425       0.0075        0.179         0.01  # 1977,V.N.Kononov+        ## 40520002
         0.344        0.012         0.18       0.0072  # 1988,A.N.Davletshin+     ## 40968003
        0.3441        0.012        0.185       0.0074  # 1988,A.N.Davletshin+     ## 40968003
       0.34499    0.0015885        0.191     0.020246  # 2011,C.Lederer+          ## 23152004
         0.346      0.00596      0.17197      0.00702  # 1973,C.Le Rigoleur+      ## 20558002
       0.34818    0.0016035        0.153      0.01989  # 2011,C.Lederer+          ## 23152004
          0.35      0.00606      0.17483      0.00722  # 1973,C.Le Rigoleur+      ## 20558002
        0.3514    0.0016185        0.175       0.0196  # 2011,C.Lederer+          ## 23152004
         0.354      0.00617      0.16788      0.00702  # 1973,C.Le Rigoleur+      ## 20558002
       0.35465     0.001633        0.186     0.019902  # 2011,C.Lederer+          ## 23152004
       0.35794    0.0016485        0.181     0.018824  # 2011,C.Lederer+          ## 23152004
         0.358      0.00627      0.16204      0.00697  # 1973,C.Le Rigoleur+      ## 20558002
          0.36      0.00633      0.17998      0.00782  # 1973,C.Le Rigoleur+      ## 20558002
       0.36125    0.0016635        0.136     0.026248  # 2011,C.Lederer+          ## 23152004
        0.3614            0        0.181      0.00724  # 1970,M.P.Fricke+         ## 10049007
         0.362      0.00638      0.16399      0.00716  # 1973,C.Le Rigoleur+      ## 20558002
        0.3625      0.00639      0.17577      0.01026  # 1973,C.Le Rigoleur+      ## 20558002
         0.364      0.00643        0.179       0.0074  # 1973,C.Le Rigoleur+      ## 20558002
       0.36459     0.001679         0.15       0.0174  # 2011,C.Lederer+          ## 23152004
         0.366      0.00648       0.1588      0.00724  # 1973,C.Le Rigoleur+      ## 20558002
        0.3675      0.00652      0.16172      0.00903  # 1973,C.Le Rigoleur+      ## 20558002
       0.36796    0.0016945         0.19      0.02014  # 2011,C.Lederer+          ## 23152004
         0.368      0.00654      0.17541      0.00703  # 1973,C.Le Rigoleur+      ## 20558002
          0.37      0.00659      0.16292      0.00808  # 1973,C.Le Rigoleur+      ## 20558002
          0.37        0.016         0.17       0.0051  # 1993,A.N.Davletshin+     ## 41183002
       0.37137      0.00171        0.134     0.019832  # 2011,C.Lederer+          ## 23152004
         0.372      0.00664      0.16545      0.00634  # 1973,C.Le Rigoleur+      ## 20558002
        0.3721      0.02505       0.1815            0  # 1965,K.K.Harris+         ## 12197002
        0.3725      0.00666       0.1635      0.00656  # 1973,C.Le Rigoleur+      ## 20558002
         0.374       0.0067      0.16927      0.01008  # 1973,C.Le Rigoleur+      ## 20558002
        0.3748     0.001726        0.164     0.024764  # 2011,C.Lederer+          ## 23152004
         0.376      0.00675      0.16017      0.00602  # 1973,C.Le Rigoleur+      ## 20558002
        0.3775      0.00679      0.16551      0.00658  # 1973,C.Le Rigoleur+      ## 20558002
         0.378      0.00681      0.16812      0.01489  # 1973,C.Le Rigoleur+      ## 20558002
         0.378            0        0.201      0.06633  # 1971,F.Bensch+           ## 22612002
       0.37827     0.001742        0.204      0.02142  # 2011,C.Lederer+          ## 23152004
          0.38      0.00686      0.15898      0.00592  # 1973,C.Le Rigoleur+      ## 20558002
       0.38177    0.0017585        0.175       0.0175  # 2011,C.Lederer+          ## 23152004
        0.3825      0.00693      0.16911      0.00662  # 1973,C.Le Rigoleur+      ## 20558002
         0.384      0.00697      0.15963      0.00595  # 1973,C.Le Rigoleur+      ## 20558002
        0.3853     0.001774        0.153     0.018666  # 2011,C.Lederer+          ## 23152004
        0.3875      0.00706      0.16839      0.00654  # 1973,C.Le Rigoleur+      ## 20558002
         0.388      0.00708      0.15848      0.00592  # 1973,C.Le Rigoleur+      ## 20558002
       0.38887     0.001791         0.17        0.017  # 2011,C.Lederer+          ## 23152004
         0.392      0.00719      0.15678      0.00592  # 1973,C.Le Rigoleur+      ## 20558002
       0.39247    0.0018075        0.178     0.016554  # 2011,C.Lederer+          ## 23152004
        0.3925       0.0072      0.16109       0.0062  # 1973,C.Le Rigoleur+      ## 20558002
         0.396       0.0073      0.15464      0.00582  # 1973,C.Le Rigoleur+      ## 20558002
        0.3961     0.001824        0.143      0.01859  # 2011,C.Lederer+          ## 23152004
        0.3975      0.00734       0.1618      0.00618  # 1973,C.Le Rigoleur+      ## 20558002
         0.398      0.16318        0.169     0.001521  # 1976,M.Lindner+          ## 10221055
           0.4       0.0135        0.177        0.016  # 1975,W.P.Poenitz         ## 10421004
           0.4        0.045        0.206        0.018  # 1960,B.C.Diven+          ## 11616027
           0.4            0        0.195            0  # 1959,A.E.Johnsrud+       ## 11675026
           0.4            0        0.203            0  # 1961,S.A.Cox             ## 12213002
           0.4      0.00741      0.15376      0.00583  # 1973,C.Le Rigoleur+      ## 20558002
           0.4            0         0.19            0  # 1971,J.S.Brzosko+        ## 30159023
        0.4025      0.00748      0.16478      0.00624  # 1973,C.Le Rigoleur+      ## 20558002
         0.404      0.00752      0.15962      0.00625  # 1973,C.Le Rigoleur+      ## 20558002
         0.405     0.002025       0.1641       0.0085  # 1981,Chen Ying+          ## 30607003
        0.4075      0.00762      0.16084      0.00604  # 1973,C.Le Rigoleur+      ## 20558002
         0.408      0.00763      0.15425      0.00663  # 1973,C.Le Rigoleur+      ## 20558002
         0.412      0.00774      0.15004      0.00974  # 1973,C.Le Rigoleur+      ## 20558002
        0.4125      0.00776      0.15413      0.00576  # 1973,C.Le Rigoleur+      ## 20558002
        0.4175       0.0079      0.15225      0.00566  # 1973,C.Le Rigoleur+      ## 20558002
        0.4188            0        0.173      0.00692  # 1970,M.P.Fricke+         ## 10049007
        0.4225      0.00804      0.15662       0.0058  # 1973,C.Le Rigoleur+      ## 20558002
         0.426       0.0145        0.179         0.01  # 1965,H.A.Grench+         ## 12192002
        0.4275      0.00819       0.1536      0.00565  # 1973,C.Le Rigoleur+      ## 20558002
          0.43       0.0115        0.208       0.0208  # 1962,J.A.Miskel+         ## 12115007
        0.4325      0.00833      0.15118      0.00554  # 1973,C.Le Rigoleur+      ## 20558002
        0.4375      0.00848      0.15051      0.00551  # 1973,C.Le Rigoleur+      ## 20558002
         0.439        0.019        0.151      0.00453  # 1993,A.N.Davletshin+     ## 41183002
        0.4425      0.00862      0.14759      0.00539  # 1973,C.Le Rigoleur+      ## 20558002
         0.443      0.00443       0.1512       0.0089  # 1981,Chen Ying+          ## 30607003
         0.445            0        0.158            0  # 1959,A.E.Johnsrud+       ## 11675026
        0.4475      0.00877      0.14466      0.00529  # 1973,C.Le Rigoleur+      ## 20558002
        0.4525      0.00891      0.14267      0.00521  # 1973,C.Le Rigoleur+      ## 20558002
        0.4575      0.00906      0.14141      0.00515  # 1973,C.Le Rigoleur+      ## 20558002
         0.462      0.00231       0.1494       0.0057  # 1981,Chen Ying+          ## 30607002
        0.4625      0.00921      0.13982      0.00511  # 1973,C.Le Rigoleur+      ## 20558002
         0.467       0.0105        0.142      0.00568  # 1988,A.N.Davletshin+     ## 40968003
        0.4675      0.00936      0.14076      0.00516  # 1973,C.Le Rigoleur+      ## 20558002
         0.471        0.011        0.144      0.00576  # 1988,A.N.Davletshin+     ## 40968003
        0.4725      0.00951      0.13944      0.00515  # 1973,C.Le Rigoleur+      ## 20558002
         0.473         0.01        0.142        0.009  # 1968,W.P.Poenitz+        ## 21848002
         0.475       0.0105         0.14       0.0056  # 1988,A.N.Davletshin+     ## 40968003
        0.4775      0.00966      0.14073      0.00526  # 1973,C.Le Rigoleur+      ## 20558002
        0.4825      0.00982      0.14039      0.00532  # 1973,C.Le Rigoleur+      ## 20558002
         0.486       0.0205        0.135     0.004725  # 1995,V.A.Tolstikov+      ## 41190002
        0.4875      0.00997      0.13844      0.00546  # 1973,C.Le Rigoleur+      ## 20558002
        0.4917            0        0.159      0.00636  # 1970,M.P.Fricke+         ## 10049007
        0.4925      0.01012      0.14983      0.00556  # 1973,C.Le Rigoleur+      ## 20558002
         0.495            0        0.145            0  # 1959,A.E.Johnsrud+       ## 11675026
        0.4975      0.01028      0.14642       0.0053  # 1973,C.Le Rigoleur+      ## 20558002
           0.5        0.013        0.145        0.013  # 1975,W.P.Poenitz         ## 10421004
           0.5            0        0.163            0  # 1961,S.A.Cox             ## 12213002
           0.5            0         0.13        0.009  # 1992,J.Voignier+         ## 22006031
        0.5025      0.01043      0.13965      0.00508  # 1973,C.Le Rigoleur+      ## 20558002
        0.5075      0.01059       0.1326      0.00477  # 1973,C.Le Rigoleur+      ## 20558002
        0.5086      0.03025         0.13            0  # 1965,K.K.Harris+         ## 12197002
        0.5125      0.01075      0.13192      0.00476  # 1973,C.Le Rigoleur+      ## 20558002
        0.5175       0.0109      0.12746      0.00466  # 1973,C.Le Rigoleur+      ## 20558002
          0.52            0         0.16            0  # 1959,A.E.Johnsrud+       ## 11675026
          0.52         0.08         0.13        0.009  # 1979,S.Joly+             ## 20787005
        0.5225      0.01106      0.12814      0.00465  # 1973,C.Le Rigoleur+      ## 20558002
         0.525      0.13125        0.135      0.00081  # 1976,M.Lindner+          ## 10221055
         0.525       0.0155       0.1503       0.0086  # 1965,H.A.Grench+         ## 12192002
        0.5275      0.01122      0.12311      0.00455  # 1973,C.Le Rigoleur+      ## 20558002
        0.5325      0.01138      0.12501      0.00478  # 1973,C.Le Rigoleur+      ## 20558002
        0.5375      0.01154      0.14477      0.00566  # 1973,C.Le Rigoleur+      ## 20558002
         0.539       0.0205        0.125        0.005  # 1995,V.A.Tolstikov+      ## 41190002
        0.5425       0.0117      0.11897      0.00667  # 1973,C.Le Rigoleur+      ## 20558002
